	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000142192.20	26340.5526945903	-0.155737185855117	0.0788468798517134	-1.97518514553791	0.0482471410134894	0.160702161170329
ENSG00000142197.12	329.663562885319	0.0877296113208708	0.198321535164182	0.442360489234026	0.658228365442325	0.839546926891472
ENSG00000142207.6	851.797488758533	0.12779817377278	0.120852518229701	1.05747216230843	0.290296152832869	0.544354081298211
ENSG00000142208.16	2744.44229978072	0.227446119725794	0.0896527465280071	2.53696767287259	0.0111817279029458	0.0518467815815726
ENSG00000142224.15	0.925897712376921	1.23674840301237	3.2950937470601	0.375330263096705	0.707414861838591	NA
ENSG00000142227.10	2265.72690986284	-0.544219325376547	0.0988851290248152	-5.50355074361055	3.72217330562244e-08	7.12369638962337e-07
ENSG00000142230.11	1634.10170736686	0.00569894864394818	0.0989828302070732	0.057575123200922	0.954087065603213	0.982619958731936
ENSG00000142233.11	8.43494856585104	-0.883964628335114	0.796008676093852	-1.11049622307244	0.266785254751192	NA
ENSG00000142235.9	11.2634631057219	-0.258515684026973	0.742577911426276	-0.348132741425664	0.727740496360954	0.877188609529944
ENSG00000142252.10	145.275395966085	0.207732764572576	0.202966691718712	1.02348204433695	0.30607998530416	0.560326274376962
ENSG00000142279.12	627.726208095134	0.784960729682544	0.174102401043746	4.50861518839886	6.52521386733724e-06	8.23476084887039e-05
ENSG00000142303.13	380.670749009522	-0.302589196085514	0.132338453482555	-2.28647976550068	0.0222262065647782	0.0889367146472975
ENSG00000142327.12	1032.31344676753	0.60758833264581	0.117143080187347	5.18671979321438	2.14030389069536e-07	3.59596840430684e-06
